fname_c1	fname_c2	lname_c1	lname_c2	by	bm	bd
ANJA	NA	MUELLER	NA	1966	6	7
CHRISTEL	NA	MAIER	NA	1966	6	12
URSULA	NA	ZIMMERMANN	NA	1977	11	6
CHRISTINIE	NA	SCHUMACHER	NA	1985	4	9
MARTHA	NA	HOFFMANN	NA	1966	11	2
UTE	NA	SCHMITT	NA	1983	12	23
BRIGITTE	NA	KRUEGER	NA	2002	3	28
ILSE	NA	SCHMIDT	NA	1953	4	16
ANJA	NA	HAHN	NA	1948	2	27
UTE	NA	SOMMER	NA	1990	11	30
PETRA	NA	HARTMANN	NA	1956	6	17
GUDRUN	INGRID	WOLF	NA	1933	4	8
SUSANNE	NA	KOEHLER	NA	1964	10	13
INGRID	NA	FRIEDRICH	NA	1976	12	31
URSULA	NA	LUDWIG	NA	1925	7	24
BRIGITTE	NA	KOCH	NA	1961	4	29
MARTINA	NA	WALTER	NA	1980	4	22
WALTRAUD	NA	WOLF	NA	1966	8	28
BRIGITTE	NA	HOFMANN	NA	1942	10	5
HILDEGARD	NA	GRAF	NA	1972	4	1
ELISABETH	NA	MUELLER	NA	1940	8	22
ANDREA	NA	RICHTER	NA	1982	9	20
PETRA	NA	KRAUS	NA	1984	12	13
KARIN	JUTTA	SCHMIDT	NA	1934	12	24
PETRA	NA	MEIER	NA	1958	5	2
ELKE	NA	WEBER	NA	1949	4	11
ELISABETH	NA	SCHWARZ	NA	1990	12	18
GISELA	NA	FISCHER	NA	1979	12	22
STEFANIE	NA	MUELLER	NA	1992	7	21
IRMGATRD	MARIA	SCHNEIDER	NA	1942	8	9
MONIKA	NA	NEUMANN	NA	1943	4	15
BARBARA	NA	VOIGT	NA	1996	12	19
GABRIELE	NA	ROTH	NA	1992	12	18
GISELA	SILKE	SCHAEFER	NA	1927	10	27
INGRID	NA	FUCHS	NA	1930	3	7
SABINE	NA	KRUEGER	NA	1963	10	22
INGE	NA	KOCH	NA	1963	10	21
NICOLE	NA	FUCHS	NA	1969	3	24
ELFRIEDE	NA	SCHMIDT	NA	1941	8	5
PETRA	NA	WAGNER	NA	1999	3	1
SABINE	NA	OTTO	NA	1984	7	25
CLAUDIA	NA	MUELLER	NA	1984	8	29
ANNA	NA	MUELLER	NA	1969	12	20
MONIKA	NA	WEBER	NA	1991	2	9
SABINE	ANNA	MOELLER	NA	2000	4	14
ILSE	NA	BECKER	NA	1955	7	19
RENATE	NA	KRAUS	NA	1929	1	9
CHRISTA	NA	GUENTHER	NA	1950	10	2
TANJA	NA	LEHMANN	NA	1995	7	21
BIRGIT	NA	STEIN	NA	1970	10	28
KATHRIN	NA	SCHWARZ	NA	1973	8	12
GERDA	NA	HERRMANN	NA	2003	8	11
HELGA	NA	FRANK	NA	1994	3	1
BIRGIT	NA	SCHMIDT	NA	1959	3	18
SUSANNE	NA	HORN	NA	1956	6	9
BARBARA	NA	MAIER	NA	1976	12	26
GERTRUD	MARION	VOGT	NA	1954	3	22
PETRA	NA	SOMMER	NA	1983	8	21
ELISABETH	NA	KAISER	NA	1943	5	30
ANNETTE	NA	MUELLER	NA	1994	6	14
CHRISTA	NA	ROTH	NA	2002	4	3
HELGA	NA	MEYER	NA	1956	1	25
ANJA	NA	MUELLER	NA	1996	12	4
ANDREA	NA	BERGER	NA	1960	6	19
MONIKA	NA	HOFFMANN	NA	1949	5	42
KATHRIN	NA	SCHMIDT	NA	1975	2	19
SUSANNE	NA	SCHAEFER	NA	1954	1	7
RENATE	NA	MAIER	NA	1997	7	12
INGEBORG	KARIN	BECK	NA	1928	8	10
HANNELORE	NA	SCHMIDT	NA	1947	11	13
JUTTA	NA	ZIEGLER	NA	1935	2	21
ELISABETH	NA	BRANDT	NA	1960	7	9
MARTINA	KARIN	POHL	NA	1984	3	28
MARIA	NA	BRAUN	NA	1962	3	7
BRIGITTE	NA	ENGEL	NA	1958	8	7
DAGMAR	NA	SCHROEDER	NA	1991	4	7
SILVIA	NA	FRANK	NA	1989	6	11
MARTINA	NA	GROSS	NA	1968	10	10
MARTINA	NA	MUELLER	NA	1932	5	18
BIRGIT	NA	LANGE	NA	1955	1	7
SABINE	NA	KELLER	NA	1992	1	31
MARIA	NA	WERNER	NA	1968	5	19
MONIKA	NA	SOMMER	NA	1956	2	12
MARTINA	SILVIA	HORN	NA	1967	8	5
ILSE	NA	BAUER	NA	1959	9	1
UTE	NA	MOELLER	NA	2005	3	28
KARIN	SABINE	HEINRICH	NA	1943	11	8
KATHARINA	NA	SCHMIDT	NA	1970	2	16
BARBARA	NA	HOFFMANN	NA	1984	3	28
ERIKA	NA	SCHMIDT	NA	1958	12	22
MARIA	NA	BECKER	NA	1961	7	30
HEIVKE	NA	RICHTER	NA	1953	12	9
RENASTE	NA	OTTO	NA	1943	8	29
URSUELA	NA	KRAUSE	NA	1973	2	24
ANJA	NA	SCHNEIDER	NA	1949	4	30
ANJA	NA	MEYER	NA	1944	4	3
GISELAK	NA	FRANK	NA	1942	10	31
ELFRIEDE	NA	SCHMIDT	NA	1941	9	5
CHRISTINE	NA	SCHNEIDER	NA	1948	11	10
UTE	NA	BRAUN	NA	1940	11	13
SUSANNE	NA	MUELLER	NA	1951	1	5
ELKE	NA	WALTER	NA	1994	6	7
DAGMAR	NA	FISCHER	NA	1960	3	19
HEIKE	NA	BUSCH	NA	1990	9	10
SANDRA	NA	SCHMIDT	NA	2005	3	22
BARBARA	NA	SEIDEL	NA	1960	7	22
MARTINA	NA	HUBER	NA	1925	3	21
CHRISTEL	NA	MUELLER	MEIER	1964	5	8
CLAUDIA	NA	DIERRICH	NA	1974	3	8
MONIKA	NA	HORN	NA	1931	12	5
CLAUDIA	NA	SCHNEIDER	NA	1984	9	25
URSULA	NA	FISCHER	NA	1963	7	14
ERIKA	NA	SCHULZ	NA	1984	8	19
SIGRID	NA	MEYER	NA	1966	5	10
URSULA	NA	KELLER	NA	1966	9	26
ELKE	NA	HEINRICH	NA	1974	3	7
EVA	NA	WERNER	NA	1968	10	14
EDITH	NA	MAIER	NA	1993	11	21
CHRISTINA	NA	HARTMANN	LEHMANN	1963	4	3
BIRGIT	NA	ZIMMERMANN	NA	1989	12	7
BARBARA	KARIN	SCHMID	NA	1967	7	4
MARIA	ELISABETH	HUBER	NA	1996	6	26
SUSANNE	NA	KOEHLER	NA	1955	7	2
MARIA	NA	KRAUS	NA	1953	4	21
ANGELIKA	NA	FRIEDRICH	NA	1969	3	11
SABINE	ANKE	WOLF	NA	1990	1	9
HELGA	NA	KLEIN	NA	1951	11	10
CHRISTINE	HELGA	VOIGT	NA	1965	5	28
GISELA	NA	SCHULZ	NA	1941	8	19
SABINE	NA	FRANK	NA	1960	11	4
JULIA	NA	BRAUN	NA	2006	11	8
BAERBEL	NA	KOEHLER	NA	1997	4	23
MONIKA	NA	RICHTER	NA	1965	3	16
ELISABETH	NA	HUBWR	NA	1948	1	25
CHRISTA	NA	SCHULZE	NA	1952	3	15
ANKE	NA	SCHMIDT	NA	1954	12	22
ANNA	NA	SCHROEDER	NA	1986	10	2
ILSE	NA	VIIGT	NA	1958	8	3
ANNA	NA	SAUER	NA	1926	6	2
URSULA	NA	MUELLER	NA	1957	3	30
SONJA	NA	MUELLER	NA	2007	3	28
RENATE	NA	SCHMITZ	NA	1941	3	25
ANNA	NA	FRANK	NA	1964	8	17
NICOLE	NA	WEBER	NA	1934	12	7
ANNA	NA	KRUEGER	NA	1992	10	25
KARIN	NA	WOLFF	NA	1963	12	25
GISELA	NA	BRAUN	NA	1939	10	16
KATHRIN	NA	VOGT	NA	1952	10	8
INGRID	NA	NEUMANN	NA	1984	7	29
ANDREA	NA	GUENTHER	NA	1990	7	29
KIRSTEN	NA	WEISS	NA	1960	6	20
STEFANIE	NA	MUELLER	NA	1965	3	27
DANIELA	NA	SCHUMACHER	NA	1996	6	17
HELGA	NA	SCHULZE	NA	1945	9	9
CHRISTA	NA	LEHMANN	NA	1959	9	30
RENATE	NA	FISCHER	NA	1970	3	21
CLAXUDIA	NA	LANGE	NA	1960	5	19
INGRID	NA	WEISS	NA	1958	6	1
SANDRA	NA	FISCHER	NA	1999	9	7
PETRA	NA	RICHTER	NA	1965	12	29
BRIGITTE	NA	SCHULTE	NA	1935	2	19
INGRID	NA	WAGNER	NA	1980	7	23
SABINE	NA	KLEIN	NA	1991	5	6
BRITTAC	NA	SCHMITZ	NA	1956	7	8
MONIKA	NA	SCHROEDER	NA	1964	10	21
MARION	NA	HORN	NA	1964	5	20
ANDREA	INGE	BOEHM	NA	1933	5	15
ANNA	NA	MUELLER	NA	1938	2	11
ANNA	NA	HOFFMANN	NA	1988	7	19
CHRISTEL	NA	JAEGER	NA	1951	12	14
CLAUDIA	NA	LANGE	NA	1960	5	19
ANDREA	NA	SCHMIDT	NA	1947	4	30
EDITH	NA	WEBER	NA	1935	9	2
BIRGIT	TUTH	ALBRECHT	NA	1947	12	3
KATJA	NA	LEHMANN	NA	1970	3	25
ELISABETH	NA	PETERS	NA	1943	2	9
RUTH	NA	LUDWIG	NA	1964	5	18
GABRIELE	NA	ROTH	JUNG	1973	2	12
STEFANIE	NA	BAUER	NA	1947	7	17
KIRSTEN	NA	KOCH	NA	1975	10	22
MARIANNE	NA	JUNG	NA	1941	3	13
BARBARA	NA	FISCHER	NA	1994	7	26
ANDREA	STEFANIE	FRANK	NA	1986	3	27
HELGA	NA	DIETRICH	NA	1955	10	7
CHRISTA	NA	SCHMIDT	NA	1931	7	22
IRMGARD	NA	SCHAEFER	NA	1936	9	12
MELANIE	NA	SCHULZ	NA	1940	7	16
KARIN	NA	BOEHM	NA	1972	8	28
MARLIS	NA	HUBER	NA	1952	10	9
SANDRA	NA	WEISS	NA	1954	3	30
MARIA	NA	SCHULZ	NA	1958	1	13
INGRID	NA	KUEHN	NA	1949	5	3
HILDEGARD	NA	WINKLER	NA	1964	2	14
BARBARA	NA	SCHMIDT	NA	1975	3	31
GISELA	NA	DIETRICH	NA	1970	9	16
INGRID	NA	KLEIN	NA	1964	6	14
SUSANNE	NA	SCHMIDT	NA	1947	11	13
ANDREA	NA	WINKLER	NA	1942	1	3
BRITTA	NA	SCHMIDT	NA	1944	2	26
STEFANIE	NA	FISCHER	NA	1993	1	26
GISELA	NA	MAYER	NA	1989	10	6
KARIN	NA	MUELLER	NA	1968	11	18
ANNA	NA	MEYER	NA	1955	11	1
HANNELORE	ANTJE	MOELLER	NA	1937	9	20
INGRID	NA	SCHMID	NA	1983	9	3
URSGULA	RENATE	SCHROEDER	NA	1956	2	22
BRIGITTE	NA	SCHROEDER	NA	1936	5	1
ELFRIEDE	NA	WINKLER	NA	1978	12	26
KARIN	NA	KAISER	NA	1957	5	4
CHRISTA	NA	BERGMANN	NA	1941	3	29
SONJA	NA	SCHMIDT	NA	2008	9	15
RITA	NA	BRAUN	NA	1980	3	27
MONIKA	NA	ALBRECHT	NA	2003	7	1
HILDEGARD	NA	SCHAEFER	NA	1951	3	14
ERIKA	NA	SAUER	NA	1943	2	25
GERDA	NA	MUELLER	NA	1967	10	19
BARBARA	NA	SCHMIDT	NA	1956	8	9
HELGA	NA	SCHMITZ	NA	1970	1	8
BIRGIT	NA	MUELLER	NA	1998	4	19
SABINE	NA	ZIEGLER	NA	1989	11	3
HELGA	NA	KRAUS	NA	2006	8	19
MARIA	NA	SCHNEIDER	NA	1994	10	5
INGE	NA	SCHNEIDER	NA	2004	9	11
BIRGIT	NA	SCHULZ	NA	1964	5	27
URSULA	NA	SCHULZE	NA	1938	8	3
STEFANIE	HEIKE	BECKER	NA	1975	4	12
MARIA	NA	KRUEGER	NA	1965	4	9
FRIEDA	NA	KRAUS	NA	1979	6	19
ERIKA	NA	SCHMIDT	NA	1999	9	11
STEFANIE	NA	SCHMIDT	NA	1072	7	23
BIRGIT	NA	SCHULZ	NA	1948	1	30
ANNA	NA	KOEHLER	NA	1937	3	18
KARIN	ANDREA	MUELLER	NA	1985	8	6
BRIGITTE	NA	ZIMMERMANN	NA	2008	3	14
CHRISTINA	NA	WEBER	NA	1979	1	24
BRIGITTE	MARGOT	SOMMER	NA	2000	6	19
ELISABETH	NA	BECKER	NA	1985	1	11
SUSANNE	SILKE	SCHAEFER	NA	1981	8	14
HELYGA	NA	KRAUSE	NA	1971	12	22
ULRIKE	NA	KLEIN	NA	1992	1	10
MARIA	NA	SCHREIBER	NA	2000	2	26
CHRISTA	REGINA	SCHAEFER	NA	1980	6	4
KARIN	NA	FISCHER	NA	1962	11	17
JULIA	NA	BAUER	NA	1958	9	17
LIESELOTTE	NA	KLEIN	NA	1976	2	16
ANJA	NA	LANGE	NA	1926	5	25
SUSANNE	NA	HOFFMANN	NA	1963	5	4
KARIN	NA	DIETRICH	NA	1980	8	11
URSULAD	NA	SCHULZ	NA	1982	3	22
ANNA	GISELA	SCHMIDT	NA	2001	8	4
MARIANNE	NA	BECKER	NA	2000	8	12
PETRA	NA	SCHMITT	NA	1960	3	8
RENAUTE	NA	KOEHLER	NA	1951	11	27
BIRGIT	NA	BAUER	NA	1928	6	13
SABINE	NA	SCHMIDT	NA	1995	2	27
ANKE	NA	MAIER	NA	2008	11	20
ANNA	NA	SOMMER	NA	1981	6	8
KARIN	NA	MUELLER	NA	2003	7	5
SABINE	NA	SCHNEIDER	NA	1944	9	25
SABINE	NA	SCHWARZ	NA	2003	7	22
IRMGARD	NA	SCHMID	NA	1957	4	8
RENATE	NA	BRAUN	NA	1952	6	17
ELFRIEDE	RENATE	HOFFMANN	NA	1941	12	20
GISELA	NA	VOIGT	NA	1963	12	19
BIRGIT	NA	FISCHER	NA	1937	10	26
HILDEGARD	NA	HEINRICH	NA	1992	7	3
KATHRIN	ILSE	KLEIN	NA	2003	8	1
KARIN	NA	KOEHLER	NA	1934	7	27
URSULA	NA	FISXHER	NA	1978	5	14
SUSANNE	NA	FISCHER	NA	1971	11	8
GUDRUN	NA	BAUER	NA	1937	3	17
SIGRID	NA	WOLFF	NA	1973	11	26
SILVIA	NA	KLEIN	NA	1993	8	30
ANNA	NA	WEISS	NA	1961	7	24
HELQGA	NA	FISCHER	NA	1975	4	9
RENATE	NA	WEISS	NA	1925	8	25
MARION	NA	SCHULZ	NA	2004	6	24
GISELA	NA	KELLER	NA	1932	8	8
GISELA	NA	HOFFMANN	NA	1956	9	14
MARLIS	NA	HOFFMANN	NA	1942	10	22
GISELA	NA	OTTO	NA	1985	12	1
UTE	NA	LEHMANN	NA	1947	5	1
BIRGIT	NA	WOLF	NA	1953	7	31
ANDREA	NA	WOLF	NA	1988	10	23
CHRISTA	NA	WEBER	NA	1991	9	2
ANDREA	NA	SCHMIDT	NA	1949	10	17
MARION	NA	BECK	NA	1951	1	27
GISELA	NA	SEIDEL	NA	1985	3	22
KERSTIN	NA	KLEIN	NA	1938	3	17
KATJA	NA	MUELLER	NA	1940	1	25
ANDREA	NA	MUELLER	NA	1964	1	17
DAGMAR	NA	LUDWIG	NA	1975	7	24
MONIKA	ELKE	FISCHER	NA	1956	10	12
BRIGITTE	NA	WINTER	NA	1994	8	29
TANJA	NA	SCHMIDT	NA	1980	3	9
HELGA	NA	SCHNEIDER	NA	1971	12	10
CHRISTA	NA	SCHMIDT	NA	1929	4	17
UTE	NA	SCHULZ	NA	2007	6	9
ANKE	NA	SIMON	NA	1939	12	19
KARIN	NA	ENGEL	NA	1984	4	6
HELGA	NA	SCHUMACHER	NA	1970	2	1
HILDEGARD	NA	MARTIN	NA	1955	6	14
NICOLE	NA	VOIGT	NA	2003	3	12
SANDRA	NA	SCHAEFER	NA	1980	12	4
CHRISTINE	NA	SCHMID	NA	1947	6	6
ANNA	NA	KAISER	NA	1984	11	8
ERNA	NA	WEBER	NA	1966	6	2
URSULA	NA	BERGER	NA	1971	6	4
MARGARETE	NA	SCHWARZ	NA	1997	3	17
FRIEDA	SILVIA	WEBER	NA	1960	3	17
RENATE	NA	THOMAS	NA	1953	10	31
STEFANIE	NA	SCHUMACHER	NA	1987	5	7
MONIKA	NA	HOFFMANN	NA	1949	5	24
KARIN	NA	KLEIN	NA	1987	3	16
INGEBORG	NA	MEYER	SCHMIDT	1963	5	1
UTE	NA	HORN	NA	1957	4	13
HELGA	NA	MUELLER	NA	1932	10	7
SILVIA	NA	SCHULZ	NA	1941	9	13
ANGELIKA	NA	FRANKE	NA	1962	1	7
PETRA	NA	WEBER	NA	1970	6	20
BRITTA	NA	WALTER	NA	1997	12	1
KARIN	NA	PETERS	NA	1947	10	6
BIRGIT	NA	BAUMANN	NA	1967	11	11
GERDA	NA	KOERTIG	NA	1949	8	19
LIESELOTTE	NA	BECKER	NA	1936	9	5
DAGMAR	NA	KAISER	NA	1945	9	30
ULRIKE	NA	KAISER	NA	1936	1	30
URSULA	NA	MUELLER	NA	1936	12	1
CHRISTEL	NA	GUENTHER	NA	1955	7	27
BIRGIT	NA	SCHNEIDER	NA	1971	8	15
MONIKA	NA	KRAUS	NA	1944	1	11
PETRA	NA	SCHMIDT	NA	1931	2	4
BARBARA	NA	SCHNEIDER	NA	1950	5	19
HELGA	NA	FRANK	NA	1955	7	31
CHRISTEL	IRMGARD	HEINRICH	NA	1960	1	28
CHRISTINA	NA	SCHNEIDER	NA	1961	8	17
STEFANIE	HEIKE	SCHMIDT	NA	1940	2	15
RENATE	NA	SCHMIDT	NA	1971	10	4
IRMGARD	MARIA	SCHNEIDER	NA	1942	8	9
SABINE	NA	BECKER	NA	1964	10	11
BRIGITTE	NA	GUENTHER	NA	1934	6	7
MELANIE	NA	GRAF	NA	1927	1	23
ANNA	BIRGIT	SCHMID	NA	1999	11	16
KARIN	NA	BAUER	NA	1993	6	5
CHRISTA	NA	WALTER	NA	1972	5	11
KATHRIN	NA	WAGNER	NA	1963	9	11
ELKE	NA	MAYER	NA	1964	6	18
ELISABETH	ANGELIKA	BAUER	NA	1944	6	16
CHRISTINE	NA	KLEIN	NA	1933	9	10
INGRID	NA	OTTO	NA	1961	5	6
HILDEGARD	NA	KAISER	NA	1973	5	31
IRMGARD	NA	SCHNEIDER	NA	2006	8	5
SABINE	NA	KLEIN	NA	1966	5	27
ILSEO	NA	WAGNER	NA	1986	1	21
CHRISTA	NA	WAGNER	NA	1948	4	23
MONIKA	NA	THOMAS	NA	1961	6	10
ANGELA	NA	WALTER	NA	1961	10	13
SONJA	NA	FRIEDRICH	NA	1993	6	1
INGRID	NA	HOFMANN	NA	1958	3	26
MELANIE	NA	MUELLER	NA	1956	7	12
BRIGITTE	NA	ZIMMERMANN	NA	1964	4	22
CHRISTA	NA	HOFFMANN	NA	1963	9	16
HELGA	NA	FISCHER	NA	1975	4	9
BIRGIT	NA	RICHTER	NA	2004	11	26
INGRID	NA	LEHMANN	NA	1938	7	20
GABRIELE	NA	KELLER	NA	1964	1	14
SILKE	NA	BRAUN	NA	1966	6	20
NICOLE	NA	MEYPER	NA	1988	2	27
IRMGARD	CHRISTEL	RICHTER	NA	1964	7	19
EVA	NA	SCHWARZ	NA	1936	12	19
CHRISTA	NA	PFEIFFER	NA	1957	4	13
BRIGITTE	NA	MAIER	NA	1950	8	15
BRIGITTE	NA	LUDWIG	NA	1974	11	22
CHRISTIANE	NA	KLEIN	NA	1986	10	18
RENATE	NA	VOGEL	NA	1965	5	13
KARIN	NA	LANGE	NA	1941	1	15
INGE	NA	WOLF	NA	1973	12	5
BIRGIT	NA	BOEHM	NA	1972	9	12
ERIKA	NA	WEISS	NA	2007	9	14
PETRA	NA	FISCHER	NA	1982	5	8
MARION	NA	WERNER	NA	1990	7	24
GABRIELE	NA	VOGEL	NA	1926	4	2
INGEBORG	NA	SCHREIBER	NA	1984	4	28
BIRGIT	NA	BECKER	NA	2006	9	15
RENATE	URSULA	GRAF	NA	1949	12	26
IRMGARD	NA	BERGER	NA	1956	5	20
HELGA	CHRISTEL	WINTER	NA	1931	6	28
HANNELORE	NA	POHL	NA	1947	7	19
PETRA	NA	MUELLER	NA	1966	9	2
MONIKA	NA	NEUMANN	NA	1976	9	15
ANNA	NA	WAGNER	NA	1961	1	17
MONIKA	NA	HOFFMANN	NA	1982	5	4
JUTRTA	NA	SCHNEIDER	NA	2001	8	29
MANUELA	NA	WOLF	NA	1981	9	30
GERTRUD	NA	HOFFMANN	NA	1942	12	7
BIRGIT	NA	KLEIN	NA	1999	9	11
CLAUDIAH	NA	KLEIN	NA	1940	3	22
ANNA	NA	HOFFMANN	NA	1965	5	26
ELFRIEDE	NA	WOLF	NA	1965	10	10
MARIA	NA	SCHMIDT	NA	1956	2	4
MARIANNE	NA	BECKER	NA	2000	4	12
STEFANIE	NA	PFEIFFER	NA	1968	3	28
INGE	NA	MAIDR	NA	2006	12	18
ANNA	NA	SCHROEDER	NA	1958	4	29
URSULA	NA	SCHULZE	NA	1966	10	25
SABINE	KARIN	WEBER	NA	1959	11	14
GERTRUD	NA	MEIER	NA	1975	5	8
ELKE	NA	SCHUMACHER	NA	1934	9	20
GISELA	NA	SCHMIDT	NA	1961	5	25
CORNELIA	NA	MEYER	NA	1944	4	27
HELGA	NA	KRAUSE	NA	1944	4	17
ANGELIKA	NA	SCHMIDT	NA	1980	4	22
ANKE	NA	SCHUSTER	NA	2002	2	9
STEFANIE	NA	KOEHLER	NA	1998	10	12
INGRID	NA	ERNST	NA	1949	3	4
LIESELOTTE	NA	ZIMMERMANN	NA	1982	8	8
MONIKA	NA	RICHTER	NA	1941	6	30
SUSANNE	NA	KRAUS	NA	1942	8	6
GERTRUD	NA	MUELLER	NA	1986	11	19
PETRA	NA	SCHUMACHER	NA	2008	6	6
KATHRIN	NA	MUELLER	NA	1995	8	21
ELKE	NA	BOEHM	NA	1944	10	24
CHRISTINE	NA	WEBER	NA	1931	9	6
ROSEMARIE	NA	DIETRICH	NA	1954	10	14
ELISABETH	NA	THOMAS	NA	1991	2	3
ELKE	NA	SCHMID	NA	1972	6	26
ASTRID	NA	HERRMANN	NA	1945	2	20
MARTHA	NA	SCHULZ	NA	1936	1	6
MARIA	NA	WINTER	NA	1950	6	30
GIESELA	NA	KOEHLER	NA	1995	10	1
GISELA	NA	SCHNEIDER	NA	1943	5	7
EDITH	NA	SCHMIDT	NA	1991	11	21
HERTHA	NA	BAUER	NA	1957	12	27
INGRID	NA	RICHTER	NA	1975	2	25
KATJA	NA	KRUEGER	NA	1996	7	15
BIRGIT	NA	VOGT	NA	1970	10	14
RENATE	NA	WINTER	NA	1996	1	18
HEIKE	NA	SOMMER	NA	1929	4	19
GERDA	NA	RICHER	NA	1934	2	12
UTE	NA	SCHULZ	NA	1944	12	20
HELGA	NA	MUELOER	NA	1938	10	5
HELGA	NA	KOERTIG	NA	1984	4	29
MARTINA	NA	MEIER	NA	1941	9	2
GABRIELE	NA	PFEIFFER	NA	1989	3	18
URSULA	NA	WALTER	NA	1999	9	10
CHRISTIANE	NA	SCHUMACHER	NA	1933	2	1
ERIKA	NA	MUELLER	NA	1980	6	21
HELGA	NA	HEINRICH	NA	1952	11	6
SABIINE	NA	FISCHER	NA	1965	1	12
CHRISTEL	NA	MOELLER	NA	1969	7	2
STEFANIE	NA	KAISER	NA	1932	2	17
CLAUDIA	NA	LANGE	NA	1986	7	9
HELGA	NA	BERGER	NA	1960	9	29
KATHRIN	NA	MUELLER	NA	1925	8	14
KIRSTEN	NA	KOEHLER	NA	1957	3	16
JUTTA	NA	SCHMIDT	NA	1932	5	17
UTE	NA	MUELLER	NA	1977	6	16
RENATE	NA	RICHTER	NA	1949	12	21
SABINE	NA	SCHREIBER	NA	1997	9	3
INGE	NA	SCHMIDT	NA	1993	8	13
INGRID	NA	HAHN	NA	1951	4	29
ILSE	NA	SCHREIBER	NA	2002	4	23
HANNELORE	NA	WAGNER	NA	1955	2	2
MARGARETE	FRIEDA	WEISS	NA	1945	7	31
ILSEL	ANNA	SCHUMACHER	NA	1958	12	25
SABINE	NA	JAEGER	NA	1977	11	15
GERDA	NA	KELLER	NA	1947	8	16
KARIN	NA	RICHTER	NA	1965	1	19
CLAUDIA	NA	MAIER	NA	2003	5	8
NICOLE	BIRGIT	WEBER	NA	1965	8	2
KARIN	NA	SCHMITT	NA	1972	11	18
ANNA	RENATE	WAGNER	NA	1948	3	9
MONIKA	NA	FRANK	NA	1939	11	5
HELGAO	NA	SAUER	NA	1958	2	13
ANNA	NA	HOFFMANN	NA	1977	4	2
ILSE	NA	SOMMER	NA	1938	7	4
HELGA	NA	LANGE	NA	1958	3	2
SILVIA	NA	MUELLER	NA	1998	7	30
INGRID	NA	GUENTHER	NA	1936	4	13
SUSANNE	NA	MUELLER	NA	1945	3	8
HANNELORE	MARTHA	POHL	NA	1995	12	14
BARBARA	NA	BAUER	NA	1981	8	1
INGRID	NA	ENGEL	NA	1979	6	9
PETRA	NA	SCHMIDT	NA	1981	6	30
RENATE	NA	PFEIFFER	NA	1991	5	18
HILDEGARD	NA	MECER	NA	1937	9	6
RUTH	NA	HEINRICH	NA	1946	11	4
HELENE	NA	KRAUSE	NA	1978	11	5
EVA	NA	SCHMIDT	NA	1941	12	22
HELGA	NA	LANGE	NA	2006	6	6
MARGARETE	NA	MEIER	NA	1991	11	6
WALTRAUD	NA	WOLF	NA	1998	10	28
GERDA	NA	VOGEL	NA	1958	9	13
BAERBEGL	ANNA	SCHMIDT	NA	1972	9	1
MONIKA	NA	ALBRECHT	NA	1990	3	24
INGRID	NA	SCHMIDT	NA	1980	3	21
BIRGIT	NA	WINTER	NA	1948	3	7
FRIEDA	NA	SCHMIDT	NA	1932	2	23
BRITTA	NA	SOMMER	NA	1967	4	15
GERDA	NA	BAUMANN	NA	1993	12	29
BAERBEL	NA	WINTER	NA	1964	6	7
HELGA	NA	STEIN	NA	1984	9	1
GISELA	NA	SCHULZ	NA	1973	12	24
BIRGIT	ELKE	KLEIN	NA	1955	6	9
MARION	NA	MUELLER	NA	1971	10	23
ERIKA	NA	MOELLER	NA	1953	10	2
GISELA	NA	SCHMIDT	NA	1961	11	5
HELGA	NA	BUSCH	NA	1946	8	19
WALTRAKUD	NA	SCHULZ	NA	1991	2	2
BIRGIT	NA	MAYER	NA	1971	2	22
MONIKA	NA	MEYER	NA	1938	8	25
CHRISTINE	NA	SCHMIDT	NA	1928	11	23
BIRGIT	NA	NEUMANN	NA	1959	8	29
KATHRIN	NA	SCHMIDT	NA	1964	10	20
SABINE	NA	MUELLER	NA	1964	11	3
ILSE	NA	HAHN	NA	1940	9	3
INGRID	NA	SCHMIDT	NA	1940	5	23
MARTINA	NA	FISCHER	NA	1957	7	18
KARIN	NA	MAIER	NA	1989	12	11
MARIA	NA	LANG	NA	1939	4	17
KERSTIN	NA	LORENZ	NA	1969	7	31
INGRID	NA	LUDWIG	NA	2004	7	11
INGEBORG	NA	SCHMIDT	NA	1970	10	1
BRIGITTE	NA	HORN	NA	1975	10	14
ERIKA	NA	KAOCH	NA	1960	3	19
ELKE	NA	SCHULZE	NA	1951	1	1
GERTRUD	NA	FISCHER	NA	1999	10	4
URSULA	NA	MUELLER	NA	1993	2	10
JUTTA	NA	FUCHS	NA	1995	6	8
ELISABETH	NA	BECKER	NA	1989	1	8
GERTRUD	NA	WERNER	NA	1977	5	21
RENATE	NA	SCHUBERT	NA	1928	7	14
NICOLE	NA	WEBER	NA	1990	1	10
INGRID	NA	WEBER	NA	1962	5	24
ERIKA	NA	SCHMIDT	NA	1951	1	14
SUSANNE	ANNA	SCHUBERT	NA	1930	1	24
SABINE	NA	SCHWARZ	NA	1934	1	16
MONIKA	NA	WOLFF	NA	1947	3	31
NICOLE	NA	DIETRICH	NA	1950	3	16
SABINE	NA	SCHWARZ	NA	1973	6	29
ANDREA	ANKE	LANGE	NA	1940	8	25
ERIKA	NA	RICHTER	NA	1988	2	4
UTE	NA	HARTMANN	NA	1936	1	15
KARIN	NA	ZIEGLER	NA	1970	5	31
